Segmentation,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,KMCluster,HCCluster
D,459959,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,4,1
B,462470,Male,Yes,80,Yes,Executive,3.0,Low,1.0,Cat_6,4,1
A,460805,Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,7,8
D,460026,Male,No,26,No,Engineer,7.0,Low,1.0,Cat_6,5,4
B,463244,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,8,2
C,463902,Female,Yes,41,Yes,Entertainment,,Average,4.0,Cat_6,3,3
C,462032,Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,3,3
D,467291,Male,Yes,53,Yes,Entertainment,1.0,Average,4.0,Cat_6,4,1
A,467847,Male,Yes,41,Yes,Artist,8.0,High,2.0,Cat_2,4,1
A,462243,Male,Yes,43,No,Executive,1.0,Low,4.0,Cat_6,1,6
C,466626,Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_7,3,3
C,464372,Male,Yes,45,Yes,Artist,1.0,Average,6.0,Cat_5,4,1
C,465005,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,4,1
C,466185,Male,Yes,57,Yes,Doctor,0.0,Average,4.0,Cat_6,4,1
D,462165,Male,Yes,70,Yes,Lawyer,3.0,High,2.0,Cat_6,4,1
C,464740,Female,Yes,59,No,Artist,1.0,Low,3.0,Cat_4,8,2
C,467391,Male,Yes,84,Yes,Lawyer,,Low,1.0,Cat_6,4,1
D,463753,Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,2,7
A,460892,Male,Yes,43,Yes,Engineer,,Average,4.0,Cat_7,4,1
A,459852,Male,No,40,Yes,Artist,7.0,Low,1.0,Cat_6,7,8
D,460777,Male,Yes,74,No,Lawyer,0.0,Low,1.0,Cat_6,1,6
D,463202,Male,No,33,No,Marketing,0.0,Low,3.0,Cat_3,5,4
D,466973,Female,Yes,63,Yes,Marketing,2.0,Low,1.0,Cat_6,3,3
A,460739,Male,Yes,41,Yes,Executive,,High,5.0,Cat_6,4,1
B,459217,Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,8,2
C,462148,Male,Yes,62,Yes,Artist,0.0,Average,,Cat_4,4,1
C,462265,Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,7,8
B,460455,Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3,3,3
D,462402,Female,Yes,37,No,Entertainment,1.0,Average,2.0,Cat_4,8,2
B,459386,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_6,1,6
D,461526,Male,Yes,78,No,Entertainment,0.0,Low,2.0,Cat_6,1,6
D,466782,Male,No,19,No,,9.0,Low,3.0,Cat_4,5,4
B,461538,Female,No,38,Yes,Artist,8.0,Low,8.0,Cat_2,2,7
C,460736,Male,No,19,No,Entertainment,0.0,Low,3.0,Cat_6,5,4
A,459859,Female,Yes,28,No,Doctor,9.0,Low,1.0,Cat_7,8,2
B,466252,Female,Yes,73,No,Executive,0.0,Low,3.0,Cat_4,8,2
A,462240,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,1,6
D,466920,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,5,4
B,466293,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,1,6
D,466926,Male,No,20,No,Healthcare,0.0,Low,,Cat_6,5,4
A,464422,Male,No,59,No,Entertainment,,Low,1.0,Cat_3,5,4
B,461517,Male,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_6,4,1
B,466763,Male,Yes,55,Yes,Homemaker,0.0,Low,4.0,Cat_6,4,1
A,460822,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
B,460957,Male,Yes,48,Yes,Entertainment,1.0,Low,,Cat_4,4,1
C,466715,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,4,1
B,459843,Male,Yes,52,No,Artist,,Average,6.0,Cat_6,1,6
D,459653,Female,No,25,Yes,,8.0,Low,1.0,Cat_6,2,7
B,460045,Male,Yes,56,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
C,464249,Male,Yes,80,No,Lawyer,,High,2.0,Cat_6,1,6
D,467723,Male,Yes,83,No,Executive,0.0,Low,7.0,Cat_6,1,6
B,459764,Male,Yes,48,Yes,Artist,1.0,Average,2.0,,4,1
A,466664,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,3,3
B,464867,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,3,3
C,459742,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,8,2
A,463768,Female,Yes,38,No,Engineer,1.0,Low,1.0,Cat_4,8,2
D,465636,Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_4,7,8
B,467639,Male,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_6,4,1
B,464760,Female,Yes,52,No,Engineer,6.0,Average,4.0,Cat_4,8,2
A,464986,Male,Yes,67,No,Lawyer,,High,2.0,Cat_6,1,6
C,462024,Male,No,33,Yes,Entertainment,1.0,Low,8.0,Cat_4,7,8
D,464730,Male,Yes,36,No,Executive,1.0,High,6.0,Cat_4,1,6
D,465823,Male,Yes,65,No,Entertainment,7.0,Average,4.0,Cat_4,1,6
D,465546,Female,No,25,No,Marketing,1.0,Low,9.0,Cat_5,6,5
B,460460,Male,Yes,27,No,Entertainment,4.0,Low,4.0,Cat_3,1,6
A,467202,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,1,6
D,467184,Male,Yes,51,No,Engineer,0.0,Average,3.0,Cat_6,1,6
D,465327,Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,2,7
C,459314,Male,Yes,46,Yes,Artist,,Average,4.0,Cat_6,4,1
D,466072,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3,6,5
C,466086,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
A,459343,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6,3,3
C,459224,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
A,465473,Female,No,55,Yes,Artist,3.0,Low,1.0,Cat_6,2,7
A,466887,Male,Yes,36,Yes,Entertainment,1.0,Low,3.0,Cat_3,4,1
B,463682,Male,Yes,41,Yes,Artist,12.0,Average,2.0,Cat_6,4,1
B,460963,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_6,2,7
D,467033,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_2,4,1
B,463883,Male,No,30,No,Healthcare,0.0,Low,2.0,Cat_4,5,4
C,466716,Female,Yes,79,Yes,Lawyer,1.0,Low,1.0,Cat_6,3,3
B,464251,Male,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_2,4,1
A,463843,Male,Yes,49,Yes,Executive,0.0,High,4.0,Cat_6,4,1
C,461476,Male,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_2,4,1
D,467787,Male,No,20,No,Healthcare,8.0,Low,5.0,Cat_6,5,4
B,463130,Female,Yes,78,No,Lawyer,1.0,High,2.0,Cat_6,8,2
D,467722,Male,No,32,Yes,Doctor,6.0,Low,5.0,Cat_6,7,8
D,465241,Male,No,23,No,Healthcare,3.0,Low,2.0,Cat_4,5,4
C,460345,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
B,463512,Female,No,30,No,Engineer,0.0,Low,3.0,Cat_6,6,5
C,466255,Male,Yes,45,Yes,Entertainment,0.0,Low,4.0,Cat_2,4,1
D,463449,Male,Yes,25,No,Healthcare,1.0,Average,2.0,Cat_6,1,6
D,459276,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,6,5
C,460564,Female,Yes,28,,Homemaker,6.0,Average,3.0,Cat_3,8,3
D,463644,Female,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_7,2,7
D,466253,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_2,5,4
A,463760,Female,No,27,No,Doctor,1.0,Low,,,6,5
A,461717,Female,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_2,2,7
C,462733,Male,Yes,55,No,Artist,0.0,Average,2.0,Cat_6,1,6
C,466146,Female,Yes,41,No,Engineer,8.0,Average,3.0,Cat_6,8,2
D,461866,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_6,5,4
B,459876,Female,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
D,463434,Female,Yes,25,No,Engineer,,Average,2.0,Cat_6,8,2
B,461869,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6,4,1
D,461228,Male,Yes,26,No,Doctor,9.0,Low,6.0,Cat_6,1,6
A,462962,Female,Yes,37,Yes,Artist,4.0,Low,1.0,Cat_3,3,3
A,465869,Male,No,42,Yes,Doctor,1.0,Low,1.0,Cat_6,7,8
D,464181,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_2,2,7
D,459740,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,6,5
D,463852,Male,Yes,51,Yes,Entertainment,,High,4.0,Cat_6,4,1
D,462774,Female,Yes,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,3,3
D,464567,Male,No,33,Yes,Healthcare,8.0,Low,4.0,Cat_2,7,8
A,459271,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_6,2,7
D,460990,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,5,4
B,463802,Female,No,39,Yes,Engineer,1.0,Low,3.0,Cat_6,2,7
C,466672,Male,Yes,62,Yes,Artist,0.0,Low,3.0,Cat_6,4,1
A,462919,Female,Yes,37,No,Homemaker,13.0,Average,3.0,Cat_6,8,2
D,463153,Female,No,26,Yes,Homemaker,9.0,Low,1.0,Cat_2,2,7
D,460464,Male,No,27,Yes,Artist,9.0,Low,2.0,Cat_3,7,8
D,461375,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_2,7,8
B,467956,Female,No,31,Yes,Entertainment,1.0,Low,1.0,Cat_6,2,7
B,467024,Male,Yes,40,Yes,Entertainment,9.0,Average,5.0,Cat_6,4,1
C,461146,Male,Yes,56,Yes,Entertainment,0.0,Low,2.0,Cat_3,4,1
C,462388,Female,Yes,45,Yes,Artist,1.0,High,5.0,Cat_6,3,3
A,460355,Female,No,40,Yes,Entertainment,5.0,Low,1.0,Cat_3,2,7
D,461854,Male,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,7,8
D,458985,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
C,466356,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
D,460078,Female,Yes,39,Yes,Healthcare,8.0,High,2.0,Cat_1,3,3
A,464969,Female,Yes,65,No,Lawyer,0.0,High,9.0,Cat_4,8,2
B,461769,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
D,465193,Male,Yes,36,No,Engineer,,Average,,Cat_3,1,6
D,463548,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_4,6,5
B,467116,Male,Yes,73,Yes,Executive,1.0,High,2.0,Cat_6,4,1
A,462140,Female,Yes,67,No,Engineer,,Average,4.0,Cat_4,8,2
C,461577,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
B,460740,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,4,1
D,466844,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,5,4
D,466085,Male,No,19,No,,9.0,Low,4.0,Cat_4,5,4
D,460150,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_4,5,4
D,467955,Female,Yes,39,Yes,Artist,9.0,Low,,Cat_4,3,3
A,463242,Female,No,26,No,Engineer,5.0,Low,2.0,Cat_6,6,5
B,466833,Male,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6,4,1
C,460371,Female,No,28,Yes,Artist,1.0,Low,2.0,Cat_6,2,7
C,465180,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,3,3
A,461279,Male,No,18,No,Doctor,4.0,Low,2.0,Cat_6,5,4
C,459109,Male,Yes,49,Yes,Entertainment,7.0,Average,4.0,Cat_6,4,1
D,467519,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,5,4
D,461398,Male,No,20,No,Doctor,0.0,Low,4.0,Cat_6,5,4
B,467188,Male,Yes,55,Yes,Artist,2.0,Low,2.0,Cat_6,4,1
D,459318,Female,No,32,Yes,Engineer,0.0,Low,3.0,Cat_6,2,7
C,461823,Male,No,27,No,Healthcare,10.0,Low,4.0,Cat_6,5,4
A,459732,Male,Yes,72,Yes,Executive,1.0,High,5.0,Cat_6,4,1
C,461317,Female,No,59,Yes,Artist,1.0,Low,1.0,Cat_6,2,7
A,461459,Female,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6,3,3
A,460429,Female,No,32,Yes,Engineer,9.0,Low,1.0,Cat_6,2,7
D,464577,Female,Yes,28,Yes,Healthcare,10.0,High,2.0,Cat_6,3,3
A,466552,Male,Yes,19,No,Entertainment,1.0,Low,2.0,Cat_6,1,6
D,461231,Male,Yes,52,Yes,Artist,2.0,High,1.0,Cat_4,4,1
D,463650,Male,No,29,No,Doctor,1.0,Low,3.0,Cat_6,5,4
B,462674,Female,Yes,51,Yes,Homemaker,12.0,Average,4.0,Cat_3,3,3
D,465275,Male,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6,7,8
A,465684,Female,No,47,Yes,Entertainment,0.0,Low,1.0,Cat_3,2,7
A,465492,Male,Yes,61,No,Entertainment,1.0,Low,1.0,Cat_2,1,6
D,464510,Female,Yes,75,No,Lawyer,0.0,High,2.0,Cat_6,8,2
D,463588,Male,No,19,No,Healthcare,1.0,Low,1.0,Cat_6,5,4
C,466341,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_5,4,1
B,459397,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,4,1
A,460888,Male,Yes,42,No,Homemaker,8.0,Low,1.0,Cat_6,1,6
A,460272,Female,No,86,Yes,Lawyer,1.0,Low,1.0,Cat_6,2,7
C,460612,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3,7,8
A,462530,Female,Yes,37,Yes,Artist,,High,2.0,Cat_6,3,3
B,462227,Male,Yes,49,No,Executive,3.0,High,5.0,Cat_7,1,6
B,459684,Male,Yes,52,Yes,Entertainment,,Average,3.0,Cat_6,4,1
C,459568,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,7,8
D,464517,Male,No,26,Yes,Healthcare,1.0,Low,,Cat_5,7,8
D,467892,Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6,5,4
D,461012,Male,No,35,No,Doctor,1.0,Low,3.0,Cat_3,5,4
C,463003,Male,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,4,1
A,467592,Male,Yes,43,Yes,Entertainment,7.0,Low,2.0,Cat_6,4,1
D,462366,Male,Yes,50,No,Engineer,1.0,Low,2.0,Cat_6,1,6
A,465908,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_6,6,5
D,466759,Female,No,26,No,Healthcare,3.0,Low,,Cat_6,6,5
D,463400,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_1,6,5
A,467075,Female,Yes,31,No,Homemaker,9.0,Average,2.0,Cat_6,8,2
A,462087,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_2,2,7
B,462522,Male,Yes,41,No,Executive,1.0,Average,5.0,Cat_4,1,6
A,459615,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6,1,6
D,464899,Female,No,22,,Healthcare,8.0,Low,5.0,Cat_4,6,5
D,460157,Male,Yes,57,No,,1.0,Low,5.0,Cat_4,1,6
D,467794,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,6,5
D,461040,Female,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_3,8,2
B,466443,Female,Yes,68,Yes,Artist,4.0,Low,2.0,Cat_6,3,3
B,463975,Female,No,30,No,Healthcare,8.0,Low,4.0,Cat_4,6,5
D,464063,Female,No,26,Yes,Doctor,1.0,Low,1.0,Cat_6,2,7
D,461917,Male,Yes,79,,Lawyer,1.0,Low,1.0,Cat_6,4,1
D,464055,Male,Yes,32,Yes,Doctor,0.0,Low,,,4,1
C,461326,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_6,2,7
C,467196,Male,No,18,No,Entertainment,0.0,Low,5.0,Cat_6,5,4
D,461633,Male,No,30,Yes,Healthcare,8.0,Low,4.0,Cat_7,7,8
B,462045,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
D,466264,Male,Yes,33,Yes,,0.0,Low,2.0,Cat_3,4,1
D,466289,Male,No,19,No,Healthcare,2.0,Low,5.0,Cat_2,5,4
C,463562,Male,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_6,7,8
B,460089,Female,Yes,65,Yes,Artist,13.0,Low,1.0,Cat_6,3,3
A,459336,Male,Yes,26,Yes,Artist,6.0,Average,2.0,Cat_6,4,1
D,467350,Female,No,30,Yes,Homemaker,6.0,Low,1.0,Cat_6,2,7
D,463565,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6,2,7
A,463905,Female,Yes,27,Yes,Engineer,0.0,Average,4.0,Cat_7,3,3
C,467269,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
D,464934,Male,Yes,77,No,Lawyer,1.0,Low,2.0,Cat_4,1,6
D,463923,Female,No,20,No,Engineer,0.0,Low,4.0,Cat_6,6,5
B,465445,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6,2,7
C,460517,Male,Yes,78,,Lawyer,,Low,,Cat_3,4,1
B,463661,Female,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,3,3
D,459370,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6,5,4
C,466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,3,3
B,467107,Male,Yes,36,Yes,Engineer,1.0,Average,3.0,Cat_4,4,1
B,461683,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6,4,1
C,459053,Male,Yes,46,Yes,Executive,0.0,High,4.0,Cat_6,4,1
B,466894,Male,No,51,Yes,Artist,0.0,Low,3.0,Cat_6,7,8
A,460005,Male,No,43,Yes,Engineer,0.0,Low,1.0,Cat_6,7,8
C,467969,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
A,463120,Female,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6,2,7
C,466106,Female,Yes,63,No,Artist,0.0,Average,5.0,Cat_6,8,2
D,467644,Male,No,30,No,Doctor,,Low,5.0,Cat_6,5,4
B,461976,Female,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_3,3,3
B,460885,Male,Yes,53,No,Artist,8.0,Average,3.0,Cat_6,1,6
D,463692,Female,Yes,26,Yes,Healthcare,6.0,High,7.0,Cat_2,3,3
C,467674,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
B,465982,Male,Yes,41,Yes,Entertainment,0.0,Average,4.0,Cat_6,4,1
C,464349,Male,Yes,66,Yes,Artist,2.0,Low,1.0,Cat_6,4,1
D,467113,Male,Yes,80,Yes,Lawyer,,Low,1.0,Cat_6,4,1
B,463881,Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_2,8,2
B,462247,Female,Yes,42,No,Artist,1.0,High,4.0,Cat_6,8,2
C,463886,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6,2,7
D,460304,Female,No,53,No,Lawyer,1.0,Low,1.0,Cat_6,6,5
A,466458,Male,No,33,No,Executive,5.0,Low,2.0,Cat_6,5,4
A,465830,Female,Yes,52,No,,7.0,Average,7.0,Cat_4,8,2
B,462889,Male,Yes,33,No,Executive,,High,4.0,Cat_6,1,6
D,462449,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,5,4
A,462101,Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6,4,1
C,467558,Male,Yes,50,Yes,Doctor,0.0,Average,8.0,Cat_6,4,1
D,467247,Female,No,26,No,Engineer,0.0,Low,2.0,Cat_6,6,5
D,461663,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,5,4
C,459571,Female,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6,3,3
C,459385,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_7,3,3
C,466191,Male,Yes,48,Yes,Executive,0.0,High,3.0,Cat_2,4,1
B,465062,Male,Yes,56,No,Executive,0.0,High,4.0,Cat_6,1,6
D,467108,Female,No,66,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
A,466957,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_6,1,6
A,463298,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6,1,6
B,461155,Female,Yes,51,Yes,Artist,3.0,Low,2.0,Cat_3,3,3
D,466650,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_4,6,5
D,464633,Male,No,30,No,Executive,1.0,Low,4.0,Cat_4,5,4
B,464469,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
B,459710,Male,Yes,61,Yes,Artist,,Low,1.0,Cat_6,4,1
D,465319,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_6,5,4
D,462041,Female,No,22,No,Doctor,0.0,Low,2.0,Cat_4,6,5
D,459539,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,2,7
B,466158,Female,Yes,47,Yes,Engineer,0.0,Low,4.0,Cat_6,3,3
D,460430,Male,No,32,No,Doctor,12.0,Low,4.0,Cat_6,5,4
D,461953,Male,Yes,33,No,Healthcare,11.0,High,2.0,Cat_6,1,6
A,463982,Female,No,25,Yes,Healthcare,,Low,2.0,Cat_4,2,7
B,467546,Female,No,28,No,Healthcare,1.0,Low,4.0,Cat_6,6,5
B,464861,Male,No,32,No,Homemaker,,Low,2.0,Cat_4,5,4
C,459667,Female,Yes,50,Yes,Healthcare,1.0,High,6.0,Cat_5,3,3
B,467447,Female,Yes,37,Yes,Engineer,,Average,3.0,Cat_6,3,3
B,461373,Male,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,7,8
A,464587,Female,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_3,3,3
D,467811,Male,Yes,72,Yes,Lawyer,1.0,Low,1.0,Cat_6,4,1
B,464333,Male,Yes,60,Yes,Executive,0.0,High,3.0,Cat_6,4,1
C,466978,Male,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,7,8
D,461705,Female,No,32,No,Healthcare,1.0,Low,4.0,Cat_6,6,5
A,461161,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_3,7,8
B,467860,Female,No,33,Yes,Entertainment,0.0,Low,1.0,Cat_7,2,7
A,462409,Female,Yes,26,No,Engineer,7.0,Low,2.0,Cat_6,8,2
C,461093,Female,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_3,3,3
C,466350,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_4,3,3
D,462273,Female,No,41,Yes,Entertainment,1.0,Low,,Cat_6,2,7
A,460512,Female,Yes,43,Yes,Engineer,0.0,High,4.0,Cat_3,3,3
C,462320,Female,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,3,3
C,465355,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,3,3
D,462877,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,7,8
D,466259,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_6,5,4
C,462424,Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6,8,2
C,459028,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,4,1
A,463708,Female,Yes,28,No,Engineer,1.0,Average,2.0,Cat_4,8,2
B,461405,Male,No,39,Yes,Artist,1.0,Low,1.0,Cat_6,7,8
C,466656,Male,Yes,89,Yes,Marketing,1.0,High,2.0,Cat_6,4,1
A,464409,Female,Yes,81,Yes,Lawyer,0.0,Average,2.0,Cat_6,3,3
D,463754,Male,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_2,7,8
A,464628,Male,Yes,32,Yes,Artist,5.0,Average,2.0,Cat_3,4,1
A,460447,Male,,79,No,Lawyer,0.0,Low,1.0,Cat_3,5,6
B,466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
C,465023,Male,Yes,43,Yes,Artist,9.0,Average,2.0,Cat_2,4,1
C,466954,Female,Yes,68,No,Doctor,8.0,Average,2.0,Cat_6,8,2
C,460274,Female,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6,3,3
B,466507,Male,Yes,51,Yes,Entertainment,1.0,Average,5.0,Cat_6,4,1
C,462281,Male,Yes,47,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
B,462930,Female,Yes,55,Yes,Homemaker,13.0,Average,3.0,Cat_5,3,3
A,465125,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
B,464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2,2,7
B,462164,Female,Yes,62,Yes,Artist,9.0,Low,1.0,Cat_6,3,3
B,463949,Male,Yes,51,No,Executive,0.0,High,4.0,Cat_7,1,6
D,460380,Male,No,29,Yes,Entertainment,8.0,Low,3.0,Cat_6,7,8
C,461324,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,2,7
C,463482,Male,No,41,No,Engineer,9.0,Low,7.0,Cat_4,5,4
D,465723,Male,No,42,Yes,Healthcare,9.0,Low,1.0,Cat_3,7,8
D,467948,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,6,5
C,464473,Female,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6,3,3
B,467325,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
A,462017,Male,No,25,Yes,Entertainment,9.0,Low,1.0,Cat_2,7,8
C,463152,Female,Yes,57,Yes,Doctor,1.0,Average,4.0,Cat_6,3,3
D,462174,Female,Yes,40,Yes,Engineer,8.0,Average,4.0,Cat_4,3,3
B,461511,Male,Yes,35,No,Doctor,9.0,Low,2.0,Cat_6,1,6
A,464095,Female,Yes,31,Yes,Engineer,1.0,Low,2.0,Cat_6,3,3
A,460096,Female,Yes,78,No,Lawyer,1.0,Low,1.0,Cat_5,8,2
B,462129,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
D,464111,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2,4,1
B,463699,Female,Yes,41,Yes,Marketing,9.0,Low,3.0,Cat_6,3,3
C,466307,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
A,459980,Male,No,40,No,Engineer,1.0,Low,2.0,Cat_6,5,4
B,467115,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,Cat_6,4,1
C,464261,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6,4,1
B,462098,Female,Yes,38,No,Entertainment,3.0,Average,3.0,Cat_6,8,2
D,460002,Female,Yes,58,Yes,Doctor,5.0,Average,3.0,Cat_2,3,3
C,467322,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_1,3,3
D,463584,Female,No,22,No,Engineer,,Low,3.0,Cat_6,6,5
C,466633,Male,Yes,39,Yes,Entertainment,6.0,Average,2.0,Cat_6,4,1
B,460966,Female,Yes,58,Yes,Engineer,1.0,Average,4.0,Cat_6,3,3
B,461084,Female,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_6,3,3
A,461165,Male,Yes,28,No,Artist,1.0,Average,2.0,Cat_3,1,6
